کد ملک,تاریخ اپلود,نوع ملک,آدرس,نوع معامله,قیمت واحد,قیمت کل,طبقه,خواب,زیربنا,تلفن,آشپزخانه,سرویس,کفپوش
10354393,1403/05/13,آپارتمان,جنت آباد مركزی نرسیده به كوچه عسگری,خرید,"111,000,000","17,871,000,000",1,3,161,1,MDF,ايراني فرنگي,سنگ
3665727,1403/05/13,اداری,آرژانتین خ الوند,خرید,"170,000,000","24,140,000,000",3,2,142,1,آبدارخانه,ايراني فرنگي,سراميک
10244175,1403/05/13,آپارتمان,خواجه عبدالله خ تیسفون,خرید,"116,504,000","12,000,000,000",1,2,103,1,MDF,ايراني فرنگي,سنگ
10117674,1403/05/13,اداری,میرزای شیرازی نرسیده به خ میرزاحسنی,خرید,"146,341,000","18,000,000,000",1,3,123,1,آبدارخانه,ايراني فرنگي,پارکت
10354392,1403/05/13,آپارتمان,جنت آباد جنوبی خ لاله غربی,خرید,"117,000,000","12,636,000,000",1,2,108,1,MDF,ايراني فرنگي,پارکت
10354391,1403/05/13,مغازه,بلوار كشاورز خ فلسطین,خرید,"800,000,000","40,000,000,000",1,0,35,1,نا مشخص,نامشخص,سنگ
10248874,1403/05/13,آپارتمان,ایران خ قادری,خرید,"100,000,000","14,700,000,000",4,3,147,1,چوبي,ايراني فرنگي,سنگ
10354389,1403/05/13,آپارتمان,اشرفی اصفهانی خ اسلامیان,خرید,"127,659,000","12,000,000,000",4,2,94,1,MDF,ايراني فرنگي,سراميک
10354388,1403/05/13,آپارتمان,پونك سردارجنگل شمالی خ لادن,خرید,"130,000,000","13,910,000,000",4,2,107,1,چوبي,ايراني فرنگي,سنگ
10123220,1403/05/13,آپارتمان,انقلاب خ دانشگاه,خرید,"68,888,000","6,200,000,000",4,2,90,1,MDF,ايرانی,پارکت
10254129,1403/05/13,آپارتمان,شریعتی پائین تراز خ ملك روبروی میثاق,خرید,"90,000,000","7,200,000,000",1,1,80,1,MDF,ايرانی,سراميک
10354387,1403/05/13,آپارتمان,كن خ ادهمی خ عاصمی,خرید,"120,000,000","12,600,000,000",1,2,105,1,چوبي,ايراني فرنگي,سنگ
2670698,1403/05/13,اداری,كریم خان بعد از داروخانه 13 آبان,خرید,"150,000,000","19,200,000,000",9,4,128,1,آبدارخانه,ايرانی,پارکت
2670693,1403/05/13,اداری,كریم خان بعد از داروخانه 13 آبان,خرید,"150,000,000","38,400,000,000",1,7,256,1,آبدارخانه,ايرانی,پارکت
10354386,1403/05/13,آپارتمان,كن خ ادهمی خ عاصمی,خرید,"120,000,000","7,800,000,000",4,1,65,1,چوبي,ايراني فرنگي,سنگ
10116523,1403/05/13,اداری,بلوار فردوس شرق ابراهیمی جنوبی,خرید,"170,000,000","11,050,000,000",3,0,65,2,آبدارخانه,ايراني فرنگي,سنگ
10273868,1403/05/13,اداری,نارمك میدان 77,خرید,"112,960,000","6,100,000,000",4,1,54,1,آبدارخانه,ايرانی,سراميک
10116524,1403/05/13,اداری,بلوار فردوس شرق ابراهیمی جنوبی,خرید,"170,000,000","12,750,000,000",3,0,75,2,آبدارخانه,ايراني فرنگي,سنگ
10117710,1403/05/13,آپارتمان,نارمك خ سامان,خرید,"150,000,000","17,550,000,000",3,2,117,1,MDF,فرنگی,سراميک
10354385,1403/05/13,مغازه,میدان آرژانتین بالاتراز مركزخرید افریقا,خرید,"800,000,000","25,600,000,000",3,0,22,1,نا مشخص,نامشخص,سراميک
10300877,1403/05/13,آپارتمان,نارمك میدان 21,خرید,"110,169,000","6,500,000,000",2,1,59,1,MDF,ايرانی,پارکت سنگ
10332560,1403/05/13,تجاری,نارمك نرسیده به مترو سرسبز,خرید,"600,000,000","198,000,000,000",2,0,330,1,نا مشخص,ايرانی,سنگ
10335038,1403/05/13,آپارتمان,گلبرگ غربی خ صفایی,خرید,"67,500,000","2,970,000,000",3,1,44,1,MDF,ايرانی,سراميک
10182605,1403/05/13,آپارتمان,فاطمی خ جویبار,خرید,"87,719,000","25,000,000,000",3,3,285,1,MDF,ايرانی,سراميک
10186962,1403/05/13,آپارتمان,مطهری خ تركمنستان,خرید,"132,352,000","13,500,000,000",1,2,102,1,MDF,ايراني فرنگي,سنگ
10180207,1403/05/13,آپارتمان,نارمك میدان 86,خرید,"104,900,000","5,350,000,000",3,1,51,1,هایگلاس,ايراني فرنگي,سراميک
3990912,1403/05/13,آپارتمان,جلفا ك پروانه,خرید,"119,047,000","15,000,000,000",2,2,126,1,هایگلاس,ايراني فرنگي,سنگ
3272593,1403/05/13,اداری,كریم خان ك عارف ادیب,خرید,"207,317,000","85,000,000,000",2,8,410,4,آبدارخانه,ايراني فرنگي,سنگ
10241263,1403/05/13,آپارتمان,فاطمی خ فكوری خ صالحی,خرید,"89,830,000","10,600,000,000",1,2,118,1,MDF,ايراني فرنگي,سراميک
10249332,1403/05/13,آپارتمان,شهید عراقی نرسیده به ك زنبق,خرید,"137,500,000","8,800,000,000",1,2,64,1,MDF,ايرانی,سراميک
10354384,1403/05/13,آپارتمان,شریعتی روبروی خ ملك خ كشواد,خرید,"64,000,000","4,800,000,000",4,2,75,1,MDF,ايراني فرنگي,پارکت
10332600,1403/05/13,آپارتمان,گلبرگ شرقی خ دردشت,خرید,"82,474,000","8,000,000,000",1,2,97,1,MDF,ايراني فرنگي,سنگ
3989802,1403/05/13,آپارتمان,مطهری خ یوسفیان,خرید,"132,000,000","21,384,000,000",1,3,162,1,MDF,ايراني فرنگي,سنگ
10206891,1403/05/13,مغازه,ولیعصر روبروی پارك ساعی,خرید,"340,000,000","8,500,000,000",1,0,25,1,نا مشخص,نامشخص,سنگ
10350563,1403/05/13,آپارتمان,جلفا نرسیده به ك قو,خرید,"91,428,000","12,800,000,000",3,2,140,1,MDF,ايراني فرنگي,سراميک
10254656,1403/05/13,آپارتمان,مجیدیه جنوبی خ حاجی پور,خرید,"101,562,000","13,000,000,000",2,2,128,2,MDF,ايراني فرنگي,سراميک
10119594,1403/05/13,آپارتمان,حافظ خ هورچهر,خرید,"110,294,000","7,500,000,000",2,1,68,1,MDF,ايرانی,سنگ
10121715,1403/05/13,مغازه,گیشا خ فروزانفر,خرید,"478,260,000","22,000,000,000",2,0,32,1,نا مشخص,نامشخص,سنگ
3455836,1403/05/13,تجاری,پونك سردار جنگل ك حیدری مقدم,خرید,"500,000,000","121,000,000,000",2,0,242,1,نا مشخص,نامشخص,سنگ
3355336,1403/05/13,اداری,فاطمی میدان گلها,خرید,"86,666,000","65,000,000,000",2,15,750,18,فلزي,ايراني فرنگي,سراميک
10354383,1403/05/13,آپارتمان,پلیس خ ماندگار,خرید,"75,000,000","5,100,000,000",3,2,68,1,چوبي,ايراني فرنگي,سنگ
10333189,1403/05/13,اداری,گیشا نرسیده به خ اول,خرید,"160,000,000","13,600,000,000",3,5,85,1,ندارد,فرنگی,سراميک
10332817,1403/05/13,آپارتمان,سبلان جنوبی نرسیده به ك شادمان,خرید,"64,910,000","3,700,000,000",1,1,57,1,MDF,ايرانی,سراميک
3586010,1403/05/13,مغازه,ولیعصر خ زرتشت غربی,خرید,"220,000,000","7,700,000,000",1,0,35,2,آبدارخانه,ايرانی,سراميک
10336536,1403/05/13,اداری,سهروردی شمالی بعد از ماجد گچی,خرید,"133,333,000","16,000,000,000",2,2,120,1,آبدارخانه,ايراني فرنگي,سراميک
3829034,1403/05/13,اداری,تهرانپارس گلبرگ,خرید,"200,000,000","31,400,000,000",2,0,157,1,آبدارخانه,ايراني فرنگي,سنگ
10132748,1403/05/13,آپارتمان,سبلان شمالی خ حسنی,خرید,"64,516,000","4,000,000,000",2,2,62,1,هایگلاس,ايراني فرنگي,سراميک
3826575,1403/05/13,آپارتمان,آرژانتین بلوار بیهقی,خرید,"111,111,000","10,000,000,000",3,2,90,1,MDF,ايرانی,سراميک
10123028,1403/05/13,آپارتمان,گیشا نرسیده به خ 23,خرید,"148,051,000","11,400,000,000",5,2,77,1,MDF,فرنگی,لامنيت
10248670,1403/05/13,آپارتمان,كردستان خ جانبازان,خرید,"147,321,000","16,500,000,000",1,2,112,1,MDF,ايراني فرنگي,سراميک
10051340,1403/05/13,مغازه,ولیعصر نرسیده به پمپ بنزین پارك ساعی,خرید,"200,000,000","4,600,000,000",1,0,23,1,نا مشخص,ايرانی,نا مشخص
10333028,1403/05/13,آپارتمان,وحیدیه نرسیده به خ نبیئیان,خرید,"80,000,000","9,600,000,000",6,2,120,0,دلخواه,ايراني فرنگي,سراميک
10349123,1403/05/13,آپارتمان,امیرآباد كارگر شمالی,خرید,"150,000,000","19,500,000,000",2,3,130,1,MDF,ايراني فرنگي,سنگ
3947771,1403/05/13,آپارتمان,امیرآباد كارگرشمالی,خرید,"135,135,000","15,000,000,000",5,2,111,1,MDF,ايراني فرنگي,سنگ
10258054,1403/05/13,آپارتمان,شهر آرا خ كوكب,خرید,"252,032,000","15,500,000,000",4,3,126,1,MDF,ايراني فرنگي,سراميک
10186701,1403/05/13,آپارتمان,گیشا خ 41,خرید,"142,201,000","15,500,000,000",1,2,109,1,MDF,ايراني فرنگي,سنگ
10274452,1403/05/13,آپارتمان,گیشا نرسیده به خ 3,خرید,"153,968,000","19,400,000,000",4,3,126,1,MDF,ايراني فرنگي,پارکت
10276074,1403/05/13,مستغلات,نظام آباد خ مدنی جنوبی,خرید,"116,666,000","10,500,000,000",4,4,188,4,MDF,ايرانی,سراميک
10261244,1403/05/13,اداری,صادقیه فلكه دوم,خرید,"113,207,000","6,000,000,000",3,1,53,2,آبدارخانه,ايرانی,سراميک
10267191,1403/05/13,اداری,دریان نو نرسیده به خ هشتم,خرید,"100,000,000","5,700,000,000",3,0,57,1,MDF,ايرانی,سراميک
10134219,1403/05/13,آپارتمان,شهرك غرب خ فخار مقدم,خرید,"200,000,000","29,400,000,000",1,3,147,1,MDF,ايراني فرنگي,سنگ
10354381,1403/05/13,آپارتمان,تهران نو میدان امامت,خرید,"85,000,000","10,880,000,000",4,2,128,1,MDF,ايراني فرنگي,سنگ
3669744,1403/05/13,آپارتمان,شهرك غرب بلواردادمان,خرید,"300,000,000","43,500,000,000",1,3,145,1,دلخواه,ايراني فرنگي,سنگ
10350636,1403/05/13,مستغلات,میدان امام حسین خ منتظری خ اسدی,خرید,"115,000,000","21,850,000,000",1,5,300,3,MDF,ايرانی,سراميک
10354380,1403/05/13,آپارتمان,هروی ساقدوش,خرید,"182,000,000","26,754,000,000",1,3,147,1,MDF,ايراني فرنگي,سراميک
10260309,1403/05/13,آپارتمان,بلوار فردوس غرب سازمان برنامه جنوبی,خرید,"91,463,000","7,500,000,000",3,2,82,1,MDF,ايرانی,پارکت
10266079,1403/05/13,آپارتمان,بلوار فردوس خ سازمان برنامه جنوبی,خرید,"121,052,000","9,200,000,000",4,2,76,1,MDF,ايرانی,سراميک
10273660,1403/05/13,آپارتمان,نیرو هوایی خ سوم,خرید,"107,777,000","9,700,000,000",3,2,90,1,MDF,ايراني فرنگي,سنگ
10121127,1403/05/13,آپارتمان,اشرفی اصفهانی خ پیامبر شرقی,خرید,"200,000,000","25,200,000,000",1,3,126,1,چوبي,ايراني فرنگي,سنگ
10346359,1403/05/13,آپارتمان,پیروزی خ شاه آبادی,خرید,"80,000,000","2,720,000,000",1,1,34,1,MDF,ايراني فرنگي,سنگ
3878697,1403/05/13,آپارتمان,دركه كوهسار,خرید,"200,000,000","20,000,000,000",1,2,100,1,MDF,ايراني فرنگي,سنگ
10253460,1403/05/13,مغازه,آیت الله كاشانی بعد از سه راه جنت آباد,خرید,"800,000,000","6,000,000,000",1,0,7,1,نا مشخص,نامشخص,سراميک
10258759,1403/05/13,آپارتمان,دركه كوهسار,خرید,"300,000,000","69,000,000,000",6,4,230,1,MDF,ايراني فرنگي,سنگ
3878687,1403/05/13,آپارتمان,دركه كوهسار,خرید,"280,000,000","66,360,000,000",6,4,237,1,MDF,ايراني فرنگي,سنگ
3878696,1403/05/13,آپارتمان,دركه كوهسار,خرید,"260,000,000","33,020,000,000",1,2,127,1,MDF,ايراني فرنگي,سنگ
10299860,1403/05/13,اداری,آیت الله كاشانی خ حسن آباد,خرید,"160,000,000","10,080,000,000",3,1,63,1,آبدارخانه,ايرانی,سراميک
10275315,1403/05/13,کلنگی,پیروزی بلوار ابوذر بعد از پل دوم,خرید,"180,124,000","29,000,000,000",3,0,180,,نا مشخص,نامشخص,نا مشخص
10332515,1403/05/13,مستغلات,فرجام غربی بعد از خ 49,خرید,"300,000,000","150,000,000,000",3,6,610,2,MDF,ايرانی,سنگ
3525895,1403/05/13,کلنگی,تهران نو میدان امامت,خرید,"180,000,000","46,080,000,000",3,4,360,4,چوبي فلزي,ايراني فرنگي,موکت
3856459,1403/05/13,اداری,آیت الله كاشانی نرسیده به مسجد نظام مافی,خرید,"170,000,000","10,370,000,000",6,2,61,1,آبدارخانه,ايرانی,پارکت
10296888,1403/05/13,آپارتمان,پیروزی خ شكوفه,خرید,"70,000,000","4,200,000,000",1,2,60,1,MDF,ايراني فرنگي,سراميک
10354375,1403/05/13,آپارتمان,پیروزی خ عارف,خرید,"73,469,000","3,600,000,000",5,1,49,1,MDF,ايراني فرنگي,سراميک
10300799,1403/05/13,آپارتمان,نیرو هوایی بین خ سوم و چهارم,خرید,"107,777,000","9,700,000,000",3,2,90,1,MDF,ايراني فرنگي,سنگ
10333014,1403/05/13,آپارتمان,آیت اله كاشانی خ وفا آذر,خرید,"106,578,000","8,100,000,000",3,2,76,0,چوبي,ايراني فرنگي,لامنيت
10274766,1403/05/13,آپارتمان,پیروزی خ داورزنی,خرید,"70,000,000","5,810,000,000",1,2,83,1,MDF,ايراني فرنگي,سراميک
10128384,1403/05/13,مغازه,تهران نو خ قاسم آباد,خرید,"300,000,000","12,150,000,000",1,0,33,1,نا مشخص,نامشخص,سنگ
10351380,1403/05/13,آپارتمان,پیروزی خ نبرد شمالی,خرید,"69,594,000","5,150,000,000",3,2,74,1,MDF,ايراني فرنگي,سراميک
10274344,1403/05/13,آپارتمان,پیروزی بالاتراز چهارراه عارف,خرید,"76,190,000","4,800,000,000",5,1,63,1,MDF,ايرانی,سراميک
10274459,1403/05/13,آپارتمان,میدان امام حسین خ منتظری,خرید,"49,122,000","2,800,000,000",4,1,57,1,MDF,ايرانی,سراميک
10117104,1403/05/13,آپارتمان,تهران نو میدان امامت خ غدیر,خرید,"68,750,000","5,500,000,000",3,2,80,1,MDF,ايراني فرنگي,لامنيت
10266946,1403/05/13,آپارتمان,پیروزی خ پاسدار گمنام,خرید,"60,000,000","3,000,000,000",2,1,50,1,فلزي,ايرانی,موزائيک
10273861,1403/05/13,آپارتمان,بزرگراه محلاتی خ صاحب الزمان,خرید,"65,000,000","3,965,000,000",5,1,61,1,MDF,ايراني فرنگي,سراميک
10354368,1403/05/13,آپارتمان,ولنجك بالاتراز ك 21,خرید,"250,000,000","18,000,000,000",1,1,72,1,MDF,ايراني فرنگي,سراميک
10273532,1403/05/13,آپارتمان,پیروزی خ شكوفه خ درودیان,خرید,"65,000,000","3,900,000,000",1,1,60,1,MDF,ايرانی,سراميک
10273534,1403/05/13,آپارتمان,میدان امام حسین خ ایرانمهر,خرید,"57,142,000","3,200,000,000",2,1,56,1,MDF,ايرانی,سراميک
10125609,1403/05/13,آپارتمان,پیروزی خ داورزمانی,خرید,"50,422,000","3,580,000,000",3,2,71,1,هایگلاس,ايرانی,سراميک
10270081,1403/05/13,آپارتمان,قنات كوثر خ ششم,خرید,"130,000,000","23,140,000,000",1,3,178,1,MDF,ايراني فرنگي,سنگ
3966548,1403/05/13,اداری,اشرفی اصفهانی سیمون بولیوار ابتدای خ فكوری,خرید,"140,000,000","132,300,000,000",1,15,945,2,هایگلاس,ايراني فرنگي,سنگ
3999303,1403/05/13,اداری,اشرفی اصفهانی سیمون بولیوار ابتدای خ فكوری,خرید,"140,000,000","20,300,000,000",2,2,145,2,هایگلاس,ايراني فرنگي,سنگ
10354366,1403/05/13,آپارتمان,تهران پارس فلكه 1 خ 138,خرید,"175,000,000","29,400,000,000",2,3,168,1,MDF,ايراني فرنگي,سنگ
10271553,1403/05/13,مغازه,انتهای همت غرب بلواركوهك,خرید,"550,000,000","13,200,000,000",2,0,24,1,نا مشخص,نامشخص,سنگ
10332589,1403/05/13,آپارتمان,بزرگراه محلاتی خ مخبرجنوبی,خرید,"70,491,000","4,300,000,000",2,1,61,1,MDF,ايراني فرنگي,سراميک
10130760,1403/05/13,آپارتمان,نظام آباد خ مدنی جنوبی,خرید,"76,923,000","7,000,000,000",6,2,91,1,MDF,ايراني فرنگي,سراميک
3370343,1403/05/13,تجاری,جنت آباد شمالی بالاتراز نیایش,خرید,"1,000,000,000","180,000,000,000",6,0,180,0,نا مشخص,ايرانی,سنگ
10273202,1403/05/13,آپارتمان,بزرگراه محلاتی خ عارف شمالی,خرید,"58,333,000","3,500,000,000",3,2,60,1,MDF,ايرانی,سراميک
10121757,1403/05/13,مغازه,شهرك راه آهن بلواركوهك,خرید,"400,000,000","12,800,000,000",1,0,32,1,نا مشخص,نامشخص,سراميک
10264756,1403/05/13,مغازه,پیروزی روبروی مترو ابن سینا,خرید,"900,000,000","9,000,000,000",1,0,10,1,نا مشخص,نامشخص,سنگ
10274208,1403/05/13,اداری,پیروزی روبروی مترو ابن سینا,خرید,"140,000,000","15,400,000,000",3,0,110,1,MDF,ايراني فرنگي,سراميک
10268011,1403/05/13,مغازه,انتهای همت غرب بلوار كوهك,خرید,"347,826,000","8,000,000,000",2,0,23,1,نا مشخص,نامشخص,سنگ
10264879,1403/05/13,اداری,پیروزی روبروی مترو ابن سینا,خرید,"140,000,000","21,000,000,000",3,0,150,1,MDF,ايراني فرنگي,سراميک
10254961,1403/05/13,اداری,اشرفی اصفهانی نبش غروی,خرید,"370,000,000","31,450,000,000",8,0,85,1,آبدارخانه,ايراني فرنگي,سراميک
3840682,1403/05/13,ویلایی,تهران نو خ اشراقی,خرید,"141,935,000","22,000,000,000",8,4,300,1,MDF,ايراني فرنگي,سراميک
3436414,1403/05/13,کلنگی,شهران خ شعبانعلی,خرید,"350,000,000","99,050,000,000",8,0,90,0,نا مشخص,نامشخص,نا مشخص
3501674,1403/05/13,مستغلات,ستاری شمالی خ اخلاص,خرید,"300,000,000","60,000,000,000",8,5,285,3,MDF,ايراني فرنگي,سراميک
3267022,1403/05/13,مغازه,اشرفی اصفهانی خ فكوری,خرید,"300,000,000","15,000,000,000",8,0,50,1,نا مشخص,نامشخص,سنگ
10205176,1403/05/13,مغازه,شهرك راه آهن بلوار كوهك خ نسیم,خرید,"500,000,000","8,500,000,000",8,0,17,0,نا مشخص,نامشخص,سنگ
3830981,1403/05/13,مغازه,انتهای همت غرب بلوار جوزانی,خرید,"700,000,000","35,000,000,000",8,0,50,1,نا مشخص,نامشخص,سنگ
3470262,1403/05/13,مغازه,اشرفی اصفهانی خ باهنر,خرید,"800,000,000","39,200,000,000",8,0,49,1,نا مشخص,نامشخص,سراميک
3667942,1403/05/13,مستغلات,اشرفی اصفهانی خ باهنر,خرید,"568,181,000","100,000,000,000",8,2,230,2,MDF,ايرانی,سراميک
3452838,1403/05/13,مغازه,اشرفی اصفهانی خ باهنر,خرید,"800,000,000","34,400,000,000",8,0,43,1,نا مشخص,نامشخص,سراميک
3452839,1403/05/13,مغازه,اشرفی اصفهانی خ باهنر,خرید,"800,000,000","54,400,000,000",8,0,68,1,نا مشخص,نامشخص,سراميک
2703128,1403/05/13,تجاری,اشرفی اصفهانی خ باهنر,خرید,"463,768,000","160,000,000,000",8,4,345,5,فلزي,ايرانی,سراميک
10354361,1403/05/13,آپارتمان,تهران پارس تقاطع داوری,خرید,"100,000,000","8,900,000,000",5,2,89,1,هایگلاس,ايراني فرنگي,سنگ
10332638,1403/05/13,آپارتمان,وحیدیه خ رضایی,خرید,"66,000,000","3,300,000,000",1,1,50,0,MDF,ايرانی,لامنيت
10165091,1403/05/13,آپارتمان,اشرفی اصفهانی شهرك نفت,خرید,"127,551,000","12,500,000,000",1,2,98,1,MDF,ايراني فرنگي,سنگ
10301710,1403/05/13,آپارتمان,ستارخان نرسیده به سازمان آب,خرید,"117,390,000","13,500,000,000",5,2,115,1,آبدارخانه,ايرانی,سراميک
10273369,1403/05/13,آپارتمان,شریعتی پایین تر از بهارشیراز,خرید,"80,337,000","7,150,000,000",3,2,89,0,MDF,ايرانی,سراميک
10301833,1403/05/13,آپارتمان,تهران پارس میدان پروین خ 131,خرید,"72,720,000","4,000,000,000",1,1,55,0,MDF,ايرانی,سنگ
3167289,1403/05/13,آپارتمان,سبلان شمالی خ حقیقت پسند,خرید,"95,000,000","3,800,000,000",4,1,40,1,MDF,ايرانی,سراميک
10349013,1403/05/13,مغازه,شهرك راه آهن میدان ساحل,خرید,"600,000,000","21,000,000,000",4,0,35,1,نا مشخص,نامشخص,نا مشخص
10200983,1403/05/13,آپارتمان,پیروزی پاسدارگمنام,خرید,"52,000,000","3,900,000,000",3,2,75,1,MDF,ايرانی,سراميک
10247762,1403/05/13,آپارتمان,امیرآباد كارگر شمالی,خرید,"132,478,000","15,500,000,000",1,2,117,1,MDF,ايراني فرنگي,سنگ
10296988,1403/05/13,آپارتمان,سبلان جنوبی خ حسنی بعداز انصارالحسن,خرید,"85,000,000","7,650,000,000",4,2,90,1,MDF,ايراني فرنگي,سراميک
10296989,1403/05/13,آپارتمان,سبلان جنوبی خ حسنی بعداز انصارالحسن,خرید,"85,000,000","6,460,000,000",3,2,76,1,MDF,ايراني فرنگي,سراميک
10354360,1403/05/13,آپارتمان,كردستان خ 17,خرید,"110,000,000","12,100,000,000",2,3,110,1,هایگلاس,ايراني فرنگي,سراميک
3671009,1403/05/13,آپارتمان,وحیدیه خ داوودی,خرید,"80,000,000","8,400,000,000",1,2,105,0,MDF,ايراني فرنگي,سراميک
10273492,1403/05/13,اداری,پونك سردارجنگل,خرید,"240,000,000","28,080,000,000",5,2,117,1,آبدارخانه,ايراني فرنگي,سراميک
10161897,1403/05/13,آپارتمان,وحیدیه خ داوودی,خرید,"80,000,000","8,800,000,000",2,2,110,1,هایگلاس,ايراني فرنگي,سراميک
10005422,1403/05/13,آپارتمان,وحیدیه خ داوودی,خرید,"80,000,000","7,200,000,000",5,2,90,1,MDF,ايراني فرنگي,سراميک
10092634,1403/05/13,مغازه,وحیدیه خ داوودی,خرید,"440,000,000","11,000,000,000",5,0,25,1,آبدارخانه,فرنگی,سراميک
10176572,1403/05/13,آپارتمان,سبلان جنوبی نرسیده به ك شهید طهانی,خرید,"65,000,000","11,570,000,000",5,2,178,1,چوبي فلزي,ايراني فرنگي,موکت
10247456,1403/05/13,آپارتمان,شهرآرا خ 32,خرید,"138,000,000","13,800,000,000",1,2,100,1,MDF,ايراني فرنگي,سنگ
10354359,1403/05/13,آپارتمان,گیشا خ 31,خرید,"166,233,000","12,800,000,000",1,2,77,1,چوبي,ايراني فرنگي,سنگ
10039908,1403/05/13,کلنگی,نظام آباد خ مدنی جنوبی,خرید,"103,092,000","10,000,000,000",1,0,180,,نا مشخص,نامشخص,نا مشخص
10346801,1403/05/13,آپارتمان,اشرفی اصفهانی سیمون بولیوار خ مراد آباد,خرید,"85,714,000","9,000,000,000",2,2,105,1,سنگ,ايراني فرنگي,سراميک
3974822,1403/05/13,کلنگی,نظام آّباد خ مدنی جنوبی خ خطیبی نژاد,خرید,"70,000,000","4,550,000,000",2,0,100,,نا مشخص,نامشخص,نا مشخص
10272726,1403/05/13,آپارتمان,سبلان شمالی 14متری لشگر,خرید,"75,352,000","5,350,000,000",2,2,71,1,MDF,ايراني فرنگي,سراميک
10354357,1403/05/13,آپارتمان,جشنواره خ زهدی,خرید,"44,000,000","3,300,000,000",3,2,75,1,MDF,ايرانی,سراميک
10063972,1403/05/13,مغازه,پونك بلوارمیرزابابایی,خرید,"250,000,000","7,000,000,000",3,0,28,1,نا مشخص,نامشخص,سنگ
10247692,1403/05/13,مغازه,ستاری بعد از كوروش مال,خرید,"1,236,363,000","13,600,000,000",3,0,11,1,نا مشخص,نامشخص,سنگ
10259387,1403/05/13,مغازه,كن خ احمد كاشانی,خرید,"108,330,000","6,500,000,000",3,0,45,1,نا مشخص,نامشخص,سراميک
10354356,1403/05/13,آپارتمان,كارگر شمالی بالاتر از خ فاطمی,خرید,"122,500,000","9,800,000,000",4,2,80,1,MDF,ايراني فرنگي,سراميک
10164187,1403/05/13,مغازه,گلبرگ غربی خ گلستان,خرید,"333,330,000","7,000,000,000",4,0,21,1,نا مشخص,نامشخص,سنگ
10348355,1403/05/13,مغازه,شهرك راه آهن بلوار كوهك,خرید,"373,333,000","28,000,000,000",4,0,75,1,نا مشخص,ايرانی,سنگ
10334163,1403/05/13,آپارتمان,نارمك خ شهید سانی ابتدای سمندگان,خرید,"94,339,000","5,000,000,000",2,1,53,1,MDF,ايراني فرنگي,سراميک
10350769,1403/05/13,آپارتمان,میدان امام حسین خ منتظری,خرید,"67,796,000","4,000,000,000",3,2,59,1,MDF,ايراني فرنگي,سراميک
10177123,1403/05/13,آپارتمان,مجیدیه جنوبی خ همایی,خرید,"110,000,000","8,140,000,000",2,2,74,1,MDF,ايراني فرنگي,سراميک
3300741,1403/05/13,اداری,ستارخان شادمان,خرید,"100,000,000","10,000,000,000",4,2,100,1,آبدارخانه,ايرانی,لامنيت
