کد ملک,تاریخ اپلود,نوع ملک,آدرس,نوع معامله,قیمت واحد,قیمت کل,طبقه,خواب,زیربنا,تلفن,آشپزخانه,سرویس,کفپوش
3287110,1403/05/13,تجاری,شهرك غرب بلوار دریا,خرید,"2,300,000,000","331,200,000,000",2,0,144,4,آبدارخانه,ايرانی,سراميک
10265864,1403/05/13,آپارتمان,شهرزیبا نرسیده به خ مرادی,خرید,"120,000,000","9,000,000,000",4,2,75,1,دلخواه,ايراني فرنگي,سراميک
10300105,1403/05/13,آپارتمان,قیطریه بلوار صبا,خرید,"205,357,000","11,500,000,000",4,1,56,1,MDF,ايرانی,سراميک
10354235,1403/05/13,آپارتمان,كوی فراز خ بیدار غربی,خرید,"182,835,000","24,500,000,000",2,3,134,1,MDF,ايراني فرنگي,سنگ
10300448,1403/05/13,آپارتمان,آیت الله كاشانی خ الهی,خرید,"127,500,000","10,200,000,000",1,2,80,1,MDF,ايراني فرنگي,سراميک
10183915,1403/05/13,آپارتمان,سعادت آباد بالاتر از میدان بهرود,خرید,"130,000,000","16,380,000,000",14,2,126,1,MDF,ايراني فرنگي,سنگ
10079120,1403/05/13,آپارتمان,سئول شهرك فجر,خرید,"130,000,000","14,820,000,000",1,2,114,1,MDF,ايرانی,سراميک
3369796,1403/05/13,تجاری,ونك بالاتر از میدان ونك,خرید,"400,000,000","111,200,000,000",1,0,270,1,نا مشخص,نامشخص,سراميک
3965589,1403/05/13,تجاری,سعادت آباد میدان بهرود,خرید,"400,000,000","160,000,000,000",1,4,400,1,آبدارخانه,ايرانی,سنگ
10124375,1403/05/13,آپارتمان,قیطریه بلوار صبا,خرید,"182,692,000","9,500,000,000",5,1,52,1,هایگلاس,ايراني فرنگي,پارکت
10354232,1403/05/13,آپارتمان,فرمانیه بلواراندرزگو,خرید,"205,128,000","16,000,000,000",5,2,78,1,MDF,ايراني فرنگي,سنگ
10300879,1403/05/13,آپارتمان,گلبرگ غربی بالاتراز میدان امام رضا,خرید,"90,000,000","7,200,000,000",5,2,80,1,MDF,ايراني فرنگي,سراميک
10300499,1403/05/13,آپارتمان,نارمك میدان 16,خرید,"150,000,000","10,500,000,000",3,2,70,1,MDF,ايرانی,سراميک
10300497,1403/05/13,آپارتمان,نارمك چهارراه تلفنخانه,خرید,"81,810,000","4,500,000,000",1,1,55,1,MDF,ايرانی,سراميک
10300492,1403/05/13,آپارتمان,وحیدیه میدان تسلیحات,خرید,"71,428,000","4,500,000,000",4,2,63,1,MDF,ايرانی,سراميک
10300488,1403/05/13,آپارتمان,نارمك خ ثانی غربی,خرید,"83,330,000","5,000,000,000",5,1,60,1,MDF,ايراني فرنگي,سراميک
10267968,1403/05/13,آپارتمان,نارمك خ سمنگان,خرید,"69,148,000","3,250,000,000",5,1,47,1,MDF,ايرانی,سراميک
10245475,1403/05/13,آپارتمان,نارمك خ سمنگان,خرید,"128,570,000","13,500,000,000",2,2,105,1,چوبي,ايراني فرنگي,سراميک
10354230,1403/05/13,آپارتمان,شهرزیبا بلوار تعاون خ شربیانی غربی,خرید,"105,000,000","13,020,000,000",7,2,124,1,MDF,ايراني فرنگي,سراميک
10300860,1403/05/13,آپارتمان,جشنواره خ سیری,خرید,"69,000,000","3,795,000,000",4,1,55,1,MDF,ايرانی,سراميک
10300933,1403/05/13,آپارتمان,تهرانپارس بلوار پروین خ 186,خرید,"75,000,000","6,000,000,000",3,2,80,1,MDF,ايراني فرنگي,سنگ
10300632,1403/05/13,آپارتمان,تهرانپارس خ 162,خرید,"116,666,000","7,700,000,000",1,2,66,1,MDF,ايراني فرنگي,سراميک
10300692,1403/05/13,آپارتمان,جشنواره خ امین خ زمرد,خرید,"50,793,000","3,200,000,000",1,1,63,1,MDF,ايرانی,سراميک
10300964,1403/05/13,آپارتمان,ستارخان خ سازمان آب,خرید,"112,000,000","5,600,000,000",5,1,50,1,MDF,ايرانی,سراميک
10300914,1403/05/13,آپارتمان,تهرانپارس بلوار پروین بین 133و 135,خرید,"76,530,000","7,500,000,000",3,2,98,1,MDF,ايراني فرنگي,سنگ
10354228,1403/05/13,آپارتمان,جنت آباد مركزی نرسیده به كوچه عسگری,خرید,"118,000,000","11,210,000,000",2,2,95,1,MDF,ايراني فرنگي,سنگ
10354227,1403/05/13,آپارتمان,عباس آباد خ سرافراز,خرید,"110,000,000","8,580,000,000",2,2,78,1,MDF,فرنگی,سراميک
10354226,1403/05/13,آپارتمان,هنگام چهارراه استقلال,خرید,"75,000,000","8,400,000,000",3,2,112,1,MDF,ايراني فرنگي,سنگ
3272233,1403/05/13,اداری,جلفا نرسیده به خ شقاقی,خرید,"76,923,000","8,000,000,000",4,2,104,1,آبدارخانه,ايرانی,سنگ
10300812,1403/05/13,آپارتمان,شمس آباد خ شهید كرد,خرید,"108,219,000","7,900,000,000",3,2,73,1,MDF,ايراني فرنگي,سراميک
10300907,1403/05/13,آپارتمان,سبلان جنوبی خ انصارالحسین,خرید,"78,125,000","7,500,000,000",3,2,96,1,MDF,ايراني فرنگي,سراميک
10300458,1403/05/13,آپارتمان,دروازه شمیران خ انتظاری خ كفائی امانی,خرید,"69,090,000","3,800,000,000",1,1,55,1,MDF,ايراني فرنگي,پارکت
10354225,1403/05/13,آپارتمان,خواجه نظام خ اجاره دار,خرید,"50,540,000","4,600,000,000",2,2,91,1,MDF,ايرانی,پارکت
10354224,1403/05/13,مغازه,شهرك شریعتی خ شهرداری جنوبی,خرید,"170,000,000","3,400,000,000",2,0,20,0,نا مشخص,نامشخص,سنگ
10300505,1403/05/13,آپارتمان,جلال آل احمد نرسیده به خ نصر,خرید,"164,634,000","13,500,000,000",3,2,82,1,MDF,ايراني فرنگي,پارکت
10322445,1403/05/13,آپارتمان,جمالزاده جنوبی تقاطع انقلاب,خرید,"75,000,000","4,275,000,000",2,1,57,1,MDF,ايرانی,سراميک
10300422,1403/05/13,آپارتمان,خواجه نظام خ اجاره دار ك ماندگار,خرید,"77,319,000","7,500,000,000",3,2,97,1,MDF,ايراني فرنگي,سراميک
10202441,1403/05/13,آپارتمان,خواجه نظام خ اجاره دار,خرید,"62,686,000","4,200,000,000",4,1,67,1,MDF,ايرانی,پارکت
10300604,1403/05/13,آپارتمان,شریعتی بالاتراز خ صدر,خرید,"141,111,000","12,700,000,000",3,2,90,1,MDF,ايراني فرنگي,سراميک
10267849,1403/05/13,آپارتمان,شریعتی بالاتر ازمیرداماد,خرید,"242,424,000","40,000,000,000",2,3,165,1,MDF,ايرانی,سنگ
10300520,1403/05/13,آپارتمان,جنت آباد جنوبی چهار باغ شرقی,خرید,"103,780,000","6,850,000,000",1,2,66,1,MDF,ايراني فرنگي,سراميک
10300976,1403/05/13,آپارتمان,پونك بلوار همیلا,خرید,"125,330,000","9,400,000,000",2,2,75,1,MDF,ايراني فرنگي,سراميک
10265800,1403/05/13,آپارتمان,پونك بلوار همیلا,خرید,"113,630,000","15,000,000,000",3,3,132,1,MDF,ايراني فرنگي,سراميک
10300820,1403/05/13,آپارتمان,پونك ایران زمین شمالی,خرید,"92,530,000","6,200,000,000",4,1,67,1,هایگلاس,ايراني فرنگي,سراميک
10300672,1403/05/13,آپارتمان,پیروزی خ نبردشمالی,خرید,"78,947,000","3,000,000,000",2,1,38,1,MDF,ايرانی,سراميک
10242677,1403/05/13,آپارتمان,دولت خ كیكاووس,خرید,"200,000,000","14,000,000,000",2,1,70,1,MDF,ايراني فرنگي,سراميک
10354222,1403/05/13,آپارتمان,میرداماد خ نفت,خرید,"185,000,000","48,100,000,000",6,3,260,1,MDF,ايراني فرنگي,سنگ
10300766,1403/05/13,آپارتمان,كوی فراز شهرك بوعلی,خرید,"113,630,000","7,500,000,000",6,1,66,1,هایگلاس,ايراني فرنگي,لامنيت
10300424,1403/05/13,آپارتمان,فرمانیه خ اندرزگو خ شریفی منش,خرید,"390,000,000","76,050,000,000",6,3,195,2,MDF,ايراني فرنگي,سنگ
10301080,1403/05/13,آپارتمان,سعادت آباد بلوار فرحزادی,خرید,"200,000,000","20,000,000,000",1,2,100,1,MDF,ايراني فرنگي,سنگ
10260093,1403/05/13,آپارتمان,جنت آباد شمالی بهارستان,خرید,"138,180,000","7,600,000,000",3,1,55,1,MDF,ايراني فرنگي,سراميک
10148510,1403/05/13,آپارتمان,جردن پارك صبا,خرید,"121,739,000","14,000,000,000",2,2,115,1,چوبي,ايراني فرنگي,سراميک
10301087,1403/05/13,آپارتمان,سعادت آباد میدان بهرود,خرید,"135,000,000","11,070,000,000",7,1,82,1,MDF,ايراني فرنگي,سنگ
10250350,1403/05/13,آپارتمان,ونك نرسیده به كردستان,خرید,"120,567,000","17,000,000,000",2,3,141,1,MDF,ايراني فرنگي,پارکت
10354219,1403/05/13,آپارتمان,شریعتی نرسیده به پل صدر,خرید,"161,111,000","29,000,000,000",2,3,180,1,MDF,ايراني فرنگي,سنگ
10300574,1403/05/13,آپارتمان,كوی فراز بلوار ذبیحی,خرید,"125,000,000","14,250,000,000",6,2,114,1,MDF,ايراني فرنگي,سراميک
10354218,1403/05/11,آپارتمان,نواب پروژه نواب,خرید,"45,714,000","3,200,000,000",3,2,70,0,MDF,ايرانی,سراميک
10078603,1403/05/11,مغازه,آیت الله كاشانی نرسیده به مسجد نظام مافی,خرید,"800,000,000","14,400,000,000",1,0,18,1,نا مشخص,نامشخص,سنگ
3183358,1403/05/11,مغازه,بلوار فردوس خ بهار شمالی,خرید,"270,000,000","8,640,000,000",1,0,32,5,نا مشخص,ايرانی,سنگ
10205243,1403/05/11,آپارتمان,آیت الله كاشانی خ بهنام,خرید,"91,603,000","12,000,000,000",3,2,131,1,MDF,ايراني فرنگي,سراميک
10164153,1403/05/11,آپارتمان,بلوار فردوس غرب خ پروانه,خرید,"117,391,000","13,500,000,000",3,3,115,1,MDF,ايراني فرنگي,سراميک
10200296,1403/05/11,آپارتمان,شهرزیبا بلوار تعاون خ فرساد شرقی,خرید,"86,315,000","8,200,000,000",3,2,95,1,MDF,ايرانی,سراميک
3999295,1403/05/11,آپارتمان,كریم خان خ ویلا,خرید,"94,117,000","8,000,000,000",2,2,85,1,MDF,ايراني فرنگي,سراميک
10273621,1403/05/11,کلنگی,طالقانی سمیه بهار جنب بیمارستان آراد ك حمید صدیق,خرید,"150,000,000","18,000,000,000",2,0,180,,نا مشخص,نامشخص,نا مشخص
3967743,1403/05/11,تجاری,حافظ خ جامی,خرید,"900,000,000","180,000,000,000",2,0,200,1,نا مشخص,نامشخص,سنگ
10246942,1403/05/11,آپارتمان,مطهری كوه نور,خرید,"123,711,000","12,000,000,000",1,2,97,1,MDF,فرنگی,پارکت سراميک
3971416,1403/05/11,آپارتمان,شریعتی بالاتراز سینا صحرا,خرید,"108,444,000","9,760,000,000",2,2,90,1,MDF,ايراني فرنگي,سراميک
3395478,1403/05/11,مغازه,جنت آباد شمالی بالاتر از ایرانپارس,خرید,"1,000,000,000","38,000,000,000",2,0,16,1,نا مشخص,ايرانی,سنگ
10001762,1403/05/11,آپارتمان,جنت آباد شمالی بالاتر از ایرانپارس,خرید,"150,000,000","22,800,000,000",1,3,152,1,MDF,ايراني فرنگي,سراميک
10001761,1403/05/11,آپارتمان,جنت آباد شمالی بالاتر از ایرانپارس,خرید,"150,000,000","24,300,000,000",4,3,162,1,MDF,ايراني فرنگي,سراميک
10354212,1403/05/11,آپارتمان,نیاوران كاشانك خ خداوردی,خرید,"220,000,000","48,400,000,000",1,3,220,2,MDF,ايراني فرنگي,سنگ
3832339,1403/05/11,کلنگی,اشرفی اصفهانی سیمون بولیوار,خرید,"135,000,000","27,000,000,000",1,0,0,0,نا مشخص,نامشخص,نا مشخص
3224774,1403/05/11,اداری,الهیه خ گلنار,خرید,"600,000,000","42,000,000,000",2,0,68,1,MDF,فرنگی,سراميک
10182449,1403/05/11,مغازه,پونك میدان پونك,خرید,"1,470,588,000","25,000,000,000",1,0,17,1,نا مشخص,نامشخص,سنگ
3967710,1403/05/11,کلنگی,انتهای همت غرب شهرك آزادشهر 20متری دوم,خرید,"206,896,000","18,000,000,000",1,0,0,0,نا مشخص,نامشخص,نا مشخص
10301077,1403/05/11,آپارتمان,شهرك غرب خ سیمای ایران,خرید,"180,000,000","34,200,000,000",4,3,190,1,MDF,ايراني فرنگي,پارکت سنگ
10266821,1403/05/11,اداری,سهروردی شمالی نرسیده به ك آزادی,خرید,"85,416,000","8,200,000,000",2,2,96,1,آبدارخانه,ايرانی,سراميک
10003008,1403/05/11,مغازه,شهرك راه آهن دهكده المپیك,خرید,"202,702,000","7,500,000,000",2,0,37,1,نا مشخص,نامشخص,سنگ
10007082,1403/05/11,ویلایی,مینی سیتی شهرك محلاتی,خرید,"175,000,000","42,000,000,000",2,3,160,1,MDF,ايراني فرنگي,سراميک
3438578,1403/05/11,تجاری,شهرك غرب بلوار دریا,خرید,"1,700,000,000","408,000,000,000",2,0,220,1,نا مشخص,نامشخص,سنگ
10354210,1403/05/11,آپارتمان,دریان نو خ پنجم,خرید,"87,370,000","9,000,000,000",2,2,103,1,MDF,ايراني فرنگي,سراميک
10348986,1403/05/11,آپارتمان,سوهانك ك یاس,خرید,"194,279,000","45,850,000,000",4,3,236,2,MDF,ايراني فرنگي,سنگ
10354209,1403/05/11,آپارتمان,ستارخان توحید,خرید,"114,782,000","13,200,000,000",4,2,115,1,MDF,ايرانی,سنگ
10268191,1403/05/11,اداری,زعفرانیه بلواربهزادی,خرید,"350,000,000","28,700,000,000",2,1,82,1,چوبي,فرنگی,پارکت
10132753,1403/05/11,تجاری,صادقیه فلكه اول,خرید,"700,000,000","74,900,000,000",2,0,107,1,نا مشخص,نامشخص,سنگ
10064316,1403/05/11,تجاری,صادقیه فلكه اول,خرید,"1,171,000,000","270,000,000,000",2,0,200,2,نا مشخص,نامشخص,سنگ
10354207,1403/05/11,آپارتمان,كنارگذر امام علی نرسیده به خ نیكنام,خرید,"75,000,000","6,750,000,000",2,2,90,0,MDF,ايراني فرنگي,سراميک
10354206,1403/05/11,آپارتمان,كنارگذر امام علی نرسیده به خ نیكنام,خرید,"75,000,000","5,250,000,000",2,1,70,0,MDF,ايراني فرنگي,سراميک
10354205,1403/05/11,آپارتمان,كنارگذر امام علی نرسیده به خ نیكنام,خرید,"75,000,000","4,500,000,000",2,1,60,0,MDF,ايراني فرنگي,سراميک
10272478,1403/05/11,آپارتمان,تهران نو خ شورا خ مهرآور,خرید,"100,000,000","10,000,000,000",1,2,100,1,MDF,ايرانی,سراميک
3877848,1403/05/11,آپارتمان,كن سولقان خ سنگان,خرید,"50,000,000","4,200,000,000",2,2,84,1,MDF,ايراني فرنگي,سراميک
10272438,1403/05/11,مغازه,ولنجك بلوار دانشجو,خرید,"700,000,000","20,300,000,000",1,0,25,1,نا مشخص,نامشخص,سراميک
10114896,1403/05/11,آپارتمان,كن سولقان خ سنگان,خرید,"50,000,000","6,750,000,000",2,3,135,1,MDF,ايراني فرنگي,سراميک
10126320,1403/05/11,آپارتمان,كن سولقان خ سنگان,خرید,"50,000,000","4,000,000,000",2,2,80,1,MDF,ايراني فرنگي,سراميک
10354204,1403/05/11,آپارتمان,بزرگراه رسالت خ كرمان,خرید,"112,000,000","11,312,000,000",2,2,101,0,MDF,فرنگی,سراميک
10254685,1403/05/11,مستغلات,پیروزی خ 21 متری دهقان,خرید,"160,000,000","24,000,000,000",2,3,200,1,فلزي,ايراني فرنگي,سراميک
3835525,1403/05/11,آپارتمان,پیروزی خ پرستار,خرید,"110,000,000","15,180,000,000",2,3,138,1,MDF,ايراني فرنگي,سنگ
10126321,1403/05/11,آپارتمان,كن سولقان خ سنگان,خرید,"50,000,000","5,000,000,000",2,2,100,1,MDF,ايراني فرنگي,سراميک
10333990,1403/05/11,ویلایی,نیروی هوائی خ پنجم,خرید,"77,777,000","28,000,000,000",2,3,181,1,MDF,ايراني فرنگي,لامنيت
10333884,1403/05/11,آپارتمان,پیروزی خ رضایی خ تاجری,خرید,"64,000,000","3,200,000,000",2,1,50,1,MDF,ايرانی,سراميک
3743375,1403/05/11,آپارتمان,دریان نو خ پنجم,خرید,"84,112,000","9,000,000,000",4,2,107,1,MDF,ايرانی,سراميک
10334291,1403/05/11,آپارتمان,پیروزی خ فرهنگ آبادی,خرید,"69,841,000","4,400,000,000",2,2,63,1,MDF,ايراني فرنگي,سراميک
10334285,1403/05/11,آپارتمان,پیروزی خ نبردشمالی,خرید,"79,452,000","5,800,000,000",3,2,73,1,MDF,ايرانی,سنگ
10334283,1403/05/11,آپارتمان,پیروزی خ صفای غربی,خرید,"74,725,000","6,800,000,000",6,2,91,1,MDF,ايراني فرنگي,سراميک
10126438,1403/05/11,آپارتمان,اشرفی اصفهانی پیامبر شرقی خ گلدشت,خرید,"137,362,000","25,000,000,000",5,4,182,1,MDF,ايراني فرنگي,سراميک
2363819,1403/05/11,مغازه,نامجو بالاتر از ایستگاه روشنایی,خرید,"200,000,000","3,600,000,000",5,0,12,1,نا مشخص,نامشخص,سراميک
10188530,1403/05/11,آپارتمان,پیروزی نرسیده به خ بنائی,خرید,"72,340,000","3,400,000,000",3,1,47,1,MDF,ايرانی,سراميک
10275598,1403/05/11,مغازه,اشرفی اصفهانی خ اقبالپور,خرید,"335,000,000","6,700,000,000",3,0,20,1,نا مشخص,نامشخص,سنگ
10080131,1403/05/11,آپارتمان,آیت الله كاشانی سازمان برنامه شمالی,خرید,"250,000,000","35,000,000,000",2,3,150,1,چوبي فلزي,ايرانی,سراميک
10274578,1403/05/11,اداری,اشرفی اصفهانی نرسیده به غروی,خرید,"290,000,000","49,880,000,000",2,0,172,1,آبدارخانه,ايراني فرنگي,سنگ
10265383,1403/05/11,اداری,اشرفی اصفهانی نرسیده به غروی,خرید,"288,372,000","24,800,000,000",7,0,86,1,آبدارخانه,ايراني فرنگي,سنگ
10274179,1403/05/11,کلنگی,پیروزی زینتی افخم خ درودیان,خرید,"139,344,000","17,000,000,000",7,2,100,2,نا مشخص,نامشخص,نا مشخص
10332635,1403/05/11,آپارتمان,سبلان شمالی نرسیده به خ ماندگار,خرید,"80,000,000","6,800,000,000",3,2,85,0,MDF,ايراني فرنگي,سراميک
3665959,1403/05/11,مغازه,شهرآرا خ نیایش,خرید,"400,000,000","8,800,000,000",3,0,18,0,نا مشخص,نامشخص,نا مشخص
10207059,1403/05/11,آپارتمان,پلیس خ كلیم كاشانی,خرید,"80,000,000","4,560,000,000",4,1,57,1,فلزي,ايرانی,سنگ
10116411,1403/05/11,آپارتمان,خ دماوند خ غفاری,خرید,"67,901,000","5,500,000,000",3,2,81,1,MDF,ايراني فرنگي,پارکت
10256568,1403/05/11,آپارتمان,خواجه نظام خ اجاره دار,خرید,"45,192,000","2,350,000,000",3,1,52,1,MDF,ايرانی,سراميک
10275272,1403/05/11,آپارتمان,اسكندری شمالی خ فرصت,خرید,"106,796,000","11,000,000,000",2,2,103,1,MDF,ايراني فرنگي,سراميک
10217696,1403/05/11,آپارتمان,نظام آباد خ مدنی جنوبی,خرید,"70,000,000","7,490,000,000",2,2,107,0,MDF,ايراني فرنگي,سراميک
3932012,1403/05/11,اداری,ستارخان زیر پل ستارخان,خرید,"140,000,000","7,000,000,000",1,1,50,1,فلزي,ايرانی,سنگ
10273407,1403/05/11,آپارتمان,پیروزی خ دهم فروردین,خرید,"65,079,000","4,100,000,000",4,2,63,1,MDF,ايرانی,سراميک
10128251,1403/05/11,آپارتمان,نامجو خ كاوه غربی,خرید,"88,235,000","9,000,000,000",5,2,102,1,MDF,ايراني فرنگي,سراميک
10219188,1403/05/11,آپارتمان,نامجو خ كاوه غربی,خرید,"76,923,000","10,000,000,000",4,3,130,1,MDF,ايراني فرنگي,سراميک
10103552,1403/05/11,آپارتمان,خواجه نصیر نرسیده به میدان سپاه,خرید,"91,110,000","8,200,000,000",4,2,90,1,MDF,ايراني فرنگي,سراميک
10297082,1403/05/11,آپارتمان,جنت آباد جنوبی شاهین جنوبی,خرید,"104,597,000","9,100,000,000",3,2,87,1,چوبي,ايراني فرنگي,سنگ
10267584,1403/05/11,آپارتمان,شهران جنوبی خ كوهسار,خرید,"129,032,000","8,000,000,000",1,2,62,1,MDF,ايرانی,سراميک
10177882,1403/05/11,آپارتمان,بلوار فردوس غرب بعد از باكری,خرید,"122,000,000","15,250,000,000",1,3,125,1,MDF,ايراني فرنگي,سراميک
10267598,1403/05/11,آپارتمان,سبلان شمالی خ فتاحی,خرید,"82,352,000","7,000,000,000",4,2,85,1,هایگلاس,ايراني فرنگي,سراميک
10264740,1403/05/11,آپارتمان,اشرفی اصفهانی خ اقبال پور,خرید,"140,000,000","14,140,000,000",4,2,101,1,چوبي,ايراني فرنگي,سنگ
10272925,1403/05/11,آپارتمان,نظام اباد خ مدنی جنوبی,خرید,"63,253,000","5,250,000,000",5,2,83,1,MDF,ايراني فرنگي,سراميک
10335985,1403/05/11,آپارتمان,كن سولقان,خرید,"60,000,000","3,420,000,000",2,1,57,1,MDF,فرنگی,سراميک
10182283,1403/05/11,آپارتمان,وحیدیه نرسیده به ك نانگیر,خرید,"58,762,000","5,700,000,000",2,2,97,1,MDF,ايراني فرنگي,سراميک
10272882,1403/05/11,آپارتمان,پیروزی بلوار ابوذر پل دوم,خرید,"96,470,000","8,200,000,000",4,2,85,1,MDF,ايراني فرنگي,سراميک
3368657,1403/05/11,آپارتمان,نظام آباد خ مدنی جنوبی,خرید,"63,157,000","3,600,000,000",3,2,57,1,MDF,ايراني فرنگي,سراميک
10335648,1403/05/11,آپارتمان,فرجام غربی خ عبادی شمالی,خرید,"91,530,000","5,950,000,000",1,1,65,1,MDF,ايراني فرنگي,سنگ
10272896,1403/05/11,آپارتمان,پیروزی خ پیچك,خرید,"84,269,000","7,500,000,000",3,2,89,1,MDF,ايراني فرنگي,سراميک
2800997,1403/05/11,تجاری,فرجام غربی چهارراه خاور,خرید,"500,000,000","65,000,000,000",3,0,130,1,نا مشخص,نامشخص,سراميک
10347679,1403/05/11,آپارتمان,شهرك راه آهن بلواركوهك,خرید,"122,340,000","11,500,000,000",3,2,94,1,MDF,ايراني فرنگي,سراميک
3948486,1403/05/11,آپارتمان,جنت آباد مركزی خ شاهین شمالی,خرید,"144,144,000","16,000,000,000",1,3,111,1,چوبي,ايراني فرنگي,سنگ
10266327,1403/05/11,آپارتمان,جنت آباد جنوبی لاله غربی خ مجاهد كبیر,خرید,"95,762,000","11,300,000,000",2,3,118,2,MDF,ايراني فرنگي,پارکت
10301293,1403/05/11,اداری,جنت آباد جنوبی نبش میدان,خرید,"159,166,000","9,550,000,000",4,2,60,1,MDF,ايرانی,سراميک
10349021,1403/05/11,آپارتمان,پیروزی خ شكوفه,خرید,"51,724,000","3,000,000,000",3,1,58,1,فلزي,ايرانی,سراميک
10252542,1403/05/11,آپارتمان,اشرفی اصفهانی بلوار امام رضا,خرید,"155,000,000","14,880,000,000",2,2,96,1,چوبي,ايراني فرنگي,سراميک
10301236,1403/05/11,آپارتمان,اشرفی اصفهانی باغ فیض خ باهنر,خرید,"115,780,000","11,000,000,000",5,2,95,1,MDF,ايراني فرنگي,سنگ
10301319,1403/05/11,آپارتمان,جنت آباد جنوبی خ جهاداكبر,خرید,"85,897,000","6,700,000,000",2,2,78,1,MDF,ايرانی,سراميک
10301316,1403/05/11,آپارتمان,جنت آباد مركزی بلوار بعثت,خرید,"155,000,000","14,415,000,000",5,2,93,0,MDF,ايراني فرنگي,سراميک
10301315,1403/05/11,آپارتمان,جنت آباد جنوبی خ جهاداكبر,خرید,"113,000,000","12,656,000,000",5,3,112,1,MDF,ايراني فرنگي,سراميک
10133455,1403/05/11,آپارتمان,اشرفی اصفهانی باغ فیض خ امیر ابراهیمی,خرید,"96,000,000","7,200,000,000",5,2,75,1,هایگلاس,ايراني فرنگي,سراميک
10249011,1403/05/11,مستغلات,جنت آباد جنوبی بلوار مطهری,خرید,"306,451,000","95,000,000,000",5,16,600,1,MDF,ايرانی,سراميک
10248038,1403/05/11,کلنگی,جنت آباد مركزی خ شهید مخبری,خرید,"378,947,000","72,000,000,000",5,4,220,0,MDF,ايرانی,سراميک
10354194,1403/05/11,مستغلات,بلوار فردوس غرب خ وفا آذر جنوبی,خرید,"260,000,000","41,600,000,000",5,8,376,4,چوبي,ايرانی,سراميک
10333538,1403/05/11,آپارتمان,تهرانپارس خ 216شرقی,خرید,"84,610,000","5,500,000,000",2,1,65,1,MDF,ايرانی,سراميک
10001292,1403/05/11,آپارتمان,اشرفی اصفهانی سیمون بولیوار خ امام رضا,خرید,"115,000,000","13,915,000,000",4,3,121,1,MDF,ايراني فرنگي,سنگ
10134408,1403/05/11,آپارتمان,بلوار فردوس شرق گلستان,خرید,"113,492,000","14,300,000,000",5,2,126,1,هایگلاس,ايراني فرنگي,لامنيت
10301260,1403/05/11,آپارتمان,ستاری خ زیتون,خرید,"95,000,000","5,700,000,000",4,2,60,1,MDF,ايرانی,سنگ
10245263,1403/05/11,آپارتمان,زعفرانیه بالاتراز خ نیاززاده,خرید,"221,311,000","13,500,000,000",2,1,61,1,MDF,ايراني فرنگي,سراميک
10262591,1403/05/11,آپارتمان,بزرگراه ارتش خ مهتاب,خرید,"165,000,000","19,800,000,000",1,2,120,1,MDF,ايراني فرنگي,سنگ
10247070,1403/05/11,آپارتمان,بلوار فردوس غرب خ سازمان برنامه,خرید,"105,263,000","10,000,000,000",1,2,95,1,MDF,ايرانی,سراميک
